,pitch,step,velocity,duration
139,35.0,0.001951599999998166,73.0,0.09367679999999723
140,62.0,0.07416080000000136,82.0,0.09367679999999723
141,41.0,0.0029274000000043543,63.0,0.09367679999999723
142,70.0,0.07806399999999769,88.0,0.09367679999999723
143,65.0,0.07611239999999952,82.0,0.09367679999999723
144,41.0,0.001951599999998166,63.0,0.09367679999999723
145,69.0,0.07513659999999334,88.0,0.09367680000001144
146,38.0,0.0029274000000043543,72.0,0.09367679999999723
147,59.0,0.07611239999999952,82.0,0.09367679999999723
148,38.0,0.07806399999999769,72.0,0.09367680000001144
149,68.0,0.0039032000000105427,88.0,0.09367679999999723
150,44.0,0.07416080000000136,64.0,0.09367679999999723
151,62.0,0.001951599999998166,82.0,0.09367679999999723
152,41.0,0.07611239999999952,72.0,0.09367679999999723
153,67.0,0.001951599999998166,88.0,0.09367679999999723
154,59.0,0.07513659999999334,82.0,0.09367679999999723
155,47.0,0.001951599999998166,63.0,0.09367680000001144
156,66.0,0.0780640000000119,88.0,0.09367679999999723
157,41.0,0.001951599999998166,72.0,0.09367679999999723
158,47.0,0.07513659999999334,63.0,0.09367679999999723
159,62.0,0.003903199999996332,82.0,0.09367680000001144
160,44.0,0.07708820000000571,72.0,0.09367679999999723
161,65.0,0.0009758000000061884,88.0,0.09367679999999723
162,50.0,0.07416079999998715,63.0,0.09367680000001144
163,58.0,0.0009758000000061884,82.0,0.09367679999999723
164,44.0,0.07611239999999952,72.0,0.09367679999999723
165,32.0,0.0019303541666602086,72.0,0.15442833333332828
166,62.0,0.07817934375000846,64.0,0.07721416666666414
167,65.0,0.07431863541665962,64.0,0.07721416666666414
168,31.0,0.0019303541666602086,73.0,0.1544283333333567
169,55.0,0.08010969791666867,66.0,0.07721416666666414
170,31.0,0.07431863541668804,77.0,0.46328499999998485
171,65.0,0.0009651770833158935,66.0,0.07721416666666414
172,60.0,0.07624898958334825,64.0,0.07721416666666414
173,63.0,0.07528381249997551,61.0,0.07721416666669256
174,55.0,0.07817934375000846,59.0,0.07721416666666414
175,53.0,0.08107487500001298,58.0,0.07721416666666414
176,48.0,0.07528381250000393,56.0,0.07722846041664866
177,51.0,0.07431863541665962,56.0,0.07832907916665022
178,24.0,0.0019303541666602086,79.0,0.47014599999999973
179,43.0,0.07639872499999001,56.0,0.0783576666666761
180,41.0,0.0812960791666626,56.0,0.0783576666666761
181,36.0,0.08031660833333376,56.0,0.0783576666666761
182,39.0,0.07639872500001843,56.0,0.07835766666664767
183,38.0,0.07639872499999001,56.0,0.0783576666666761
184,26.0,0.07933713750000493,68.0,0.23507299999999987
185,43.0,0.0812960791666626,55.0,0.0783576666666761
186,47.0,0.07346031250000351,55.0,0.0783576666666761
187,50.0,0.08031660833333376,55.0,0.0783576666666761
188,60.0,0.07933713750000493,55.0,0.0783576666666761
189,55.0,0.07737819583331884,55.0,0.0783576666666761
190,59.0,0.07737819583334726,55.0,0.0777859041666602
191,43.0,0.0009794708333288327,70.0,0.46667199999998843
192,62.0,0.07875089999998863,55.0,0.07777866666668842
193,72.0,0.07583420000000274,56.0,0.07777866666668842
194,47.0,0.0009722333333286315,66.0,0.15555733333334842
195,67.0,0.07680643333335979,57.0,0.07777866666666
196,52.0,0.07875089999998863,70.0,0.15555733333332
197,71.0,0.0009722333333286315,59.0,0.07777866666666
198,62.0,0.07972313333334569,59.0,0.07777866666666
199,48.0,0.07486196666664569,70.0,0.46667200000001685
200,66.0,0.07680643333333137,59.0,0.07777866666668842
201,69.0,0.08069536666667432,59.0,0.07777866666666
202,62.0,0.07583420000000274,58.0,0.07777866666666
203,59.0,0.07875090000001705,57.0,0.07777866666666
204,54.0,0.07680643333333137,56.0,0.07777866666666
205,38.0,0.07777866666666,77.0,0.4772130000000061
206,43.0,0.001909416666649122,70.0,0.07637666666667542
207,50.0,0.07351254166667331,79.0,0.0765136541666891
208,43.0,0.0765136541666891,71.0,0.07665766666664808
209,55.0,0.0019164416666512807,72.0,0.0766576666666765
210,48.0,0.07569944583332244,79.0,0.0766576666666765
211,60.0,0.0028746625000053427,79.0,0.0766576666666765
212,51.0,0.07282478333334552,72.0,0.0766576666666765
213,39.0,0.003832883333330983,71.0,0.0766678416666764
214,44.0,0.07282478333334552,79.0,0.07692560833331186
215,56.0,0.002881445833338603,79.0,0.07692899999997849
216,39.0,0.07404416249997325,71.0,0.07692900000000691
217,51.0,0.0019232250000129625,72.0,0.07692900000000691
218,43.0,0.07885222499999145,79.0,0.07692900000000691
219,48.0,0.07212093750001713,72.0,0.07692899999997849
220,36.0,0.0009616124999922704,71.0,0.07692900000000691
221,53.0,0.07692900000000691,79.0,0.0772106020833121
222,41.0,0.003857143749996794,79.0,0.07721416666666414
223,48.0,0.07431863541665962,72.0,0.07721416666666414
224,36.0,0.0019303541666602086,71.0,0.07721416666666414
225,39.0,0.07335345833334372,79.0,0.07721416666666414
226,51.0,0.0038607083333204173,79.0,0.07721416666666414
227,31.0,0.07624898958334825,71.0,0.07721760624997387
228,43.0,0.0009651770833158935,73.0,0.07722104583334044
229,50.0,0.07335345833334372,79.0,0.07748245416667032
230,38.0,0.0009651770833443152,79.0,0.07748589374998005
231,43.0,0.07845451041666252,72.0,0.0774893333333182
232,36.0,0.07652071666666416,79.0,0.0774893333333182
233,48.0,0.000968616666654043,79.0,0.07748933333334662
234,27.0,0.07942656666665471,70.0,0.07788227083335642
235,39.0,0.0009686166666824647,72.0,0.07800640625001165
236,48.0,0.07472814999999855,96.0,0.5245209999999929
237,50.0,0.5245209999999929,96.0,0.5641750000000059
238,72.0,0.5618242708333412,100.0,0.0713426291666508
239,12.0,0.005225391666670021,101.0,0.11498649999998634
240,67.0,0.07569944583332244,82.0,0.0766576666666765
241,19.0,0.03737061250001261,77.0,0.11498649999998634
242,71.0,0.03928705416666389,93.0,0.0766576666666765
243,27.0,0.0728247833333171,77.0,0.11498650000001476
244,63.0,0.0028746625000053427,84.0,0.0766576666666765
245,70.0,0.0766576666666765,93.0,0.0766576666666765
246,19.0,0.03737061249998419,77.0,0.11498650000001476
247,53.0,0.1553274999999985,40.0,0.08566049999999947
248,52.0,0.08566049999999947,39.0,0.04283025000000151
249,53.0,0.04283025000000151,37.0,0.04283024999999796
250,52.0,0.04283024999999796,42.0,0.3165729999999982
251,50.0,0.3165729999999982,40.0,0.3098370000000017
252,48.0,0.15491850000000085,40.0,0.15491850000000085
253,47.0,0.15491850000000085,40.0,0.30983699999999814
254,45.0,0.1549184999999973,40.0,0.15491850000000085
255,43.0,0.15491850000000085,40.0,0.15090550000000036
256,47.0,0.15090550000000036,39.0,0.15090550000000036
257,47.0,0.15090550000000036,40.0,0.3272429999999993
258,48.0,0.10908099999999976,39.0,0.10908099999999976
259,47.0,0.10908099999999976,39.0,0.10908099999999976
260,45.0,0.10908099999999976,39.0,0.3157059999999987
261,43.0,0.15785299999999935,39.0,0.15785299999999935
262,48.0,0.15785299999999935,40.0,1.162005999999998
263,40.0,0.3272429999999993,37.0,0.3357209999999995
264,40.0,0.3357209999999995,73.0,0.3519469999999991
265,45.0,0.3519469999999991,78.0,0.2941900000000004
266,52.0,0.1470950000000002,80.0,0.1470950000000002
267,53.0,0.1470950000000002,81.0,0.28764599999999874
268,55.0,0.14382300000000114,81.0,0.1438229999999976
269,57.0,0.1438229999999976,82.0,0.30817900000000265
270,58.0,0.14859600000000128,83.0,0.0797914999999989
271,57.0,0.0797914999999989,80.0,0.03989574999999945
272,58.0,0.03989574999999945,78.0,0.039895750000003005
273,57.0,0.039895750000003005,87.0,0.30249600000000143
274,55.0,0.30249600000000143,85.0,0.29303999999999775
275,53.0,0.14652000000000243,85.0,0.14651999999999532
276,52.0,0.14651999999999532,83.0,0.29304000000000485
277,50.0,0.14652000000000243,82.0,0.14652000000000243
278,48.0,0.14652000000000243,85.0,0.1438229999999976
279,53.0,0.1438229999999976,80.0,0.1438230000000047
280,53.0,0.1438230000000047,85.0,0.3098370000000017
281,55.0,0.10327900000000056,80.0,0.10327900000000056
282,53.0,0.10327900000000056,80.0,0.10327900000000056
283,52.0,0.10327900000000056,80.0,0.3033829999999966
284,50.0,0.1516914999999983,80.0,0.1516914999999983
285,52.0,0.1516914999999983,83.0,0.9825430000000068
286,48.0,0.31316900000000203,60.0,0.3174270000000021
287,48.0,0.3174270000000021,78.0,0.3519470000000027
288,43.0,0.3467210000000023,40.0,0.15079900000000634
289,47.0,0.15079900000000634,39.0,0.15079899999999213
290,48.0,0.15079899999999213,39.0,0.29489800000000344
291,50.0,0.1474489999999946,39.0,0.14744900000000882
292,52.0,0.14744900000000882,40.0,0.31972100000000125
293,53.0,0.15233849999999904,40.0,0.0836912500000011
294,52.0,0.0836912500000011,39.0,0.04184562499999345
295,53.0,0.04184562499999345,37.0,0.04184562500000766
296,52.0,0.04184562500000766,42.0,0.31010999999999456
297,50.0,0.31010999999999456,40.0,0.3004360000000048
298,48.0,0.1502179999999953,40.0,0.1502180000000095
299,47.0,0.1502180000000095,40.0,0.3004359999999906
300,45.0,0.1502179999999953,40.0,0.1502179999999953
301,43.0,0.1502179999999953,40.0,0.1474489999999946
302,48.0,0.1474489999999946,39.0,0.14744900000000882
303,48.0,0.14744900000000882,40.0,0.31764499999999884
304,50.0,0.10588166666666154,39.0,0.10588166666667576
305,48.0,0.10588166666667576,39.0,0.10588166666666154
306,47.0,0.10588166666666154,39.0,0.31102599999999825
307,45.0,0.15551299999999912,39.0,0.15551299999999912
308,47.0,0.15551299999999912,40.0,1.0096089999999975
309,43.0,0.32104400000000055,29.0,0.33766699999999616
310,43.0,0.33766699999999616,37.0,0.6590960000000052
311,43.0,0.3508980000000008,40.0,0.3081980000000044
312,47.0,0.1540990000000022,39.0,0.1540990000000022
313,48.0,0.1540990000000022,39.0,0.2994759999999985
314,50.0,0.14973799999999926,39.0,0.14973799999999926
315,52.0,0.14973799999999926,40.0,0.3213449999999938
316,53.0,0.15491849999999374,40.0,0.08321325000000002
317,52.0,0.08321325000000002,39.0,0.04160662500000001
318,53.0,0.04160662500000001,37.0,0.04160662500000001
319,52.0,0.04160662500000001,42.0,0.31400499999999454
320,50.0,0.31400499999999454,40.0,0.30576399999999637
321,48.0,0.1528820000000053,40.0,0.15288199999999108
322,47.0,0.15288199999999108,40.0,0.3057640000000106
323,45.0,0.1528820000000053,40.0,0.1528820000000053
324,43.0,0.1528820000000053,40.0,0.15012749999999642
325,47.0,0.15012749999999642,39.0,0.15012750000001063
326,47.0,0.15012750000001063,40.0,0.32724299999999573
327,48.0,0.10908100000000331,39.0,0.10908100000000331
328,47.0,0.10908100000000331,39.0,0.1090809999999891
329,42.0,0.13461349999999994,64.0,0.04943756250000009
330,42.0,0.13183349999999994,65.0,0.052700624999999945
331,42.0,0.13799074999999994,72.0,0.28315199999999985
332,44.0,0.28315199999999985,80.0,0.2751410000000001
333,23.0,0.22355206250000004,37.0,0.27206731249999994
334,30.0,0.017196312499999866,37.0,0.25487100000000007
335,32.0,0.017196312499999866,37.0,0.2376746875000002
336,56.0,0.01719631250000031,68.0,0.2204783749999999
337,54.0,0.1356790000000001,66.0,0.1356790000000001
338,25.0,0.08479937499999979,37.0,0.3271046250000005
339,32.0,0.016959874999999958,37.0,0.3101447500000005
340,35.0,0.016959874999999958,37.0,0.2772183687500007
341,56.0,0.0169598750000004,68.0,0.27622500000000016
342,57.0,0.13430050000000016,65.0,0.1419245
343,45.0,0.1419245,59.0,0.2664469999999999
344,45.0,0.13183349999999994,61.0,0.050480062500000145
345,45.0,0.13461349999999994,67.0,0.04943756250000009
346,45.0,0.13183349999999994,66.0,0.05335293750000014
347,45.0,0.13920149999999998,75.0,0.27970700000000015
348,47.0,0.27970700000000015,82.0,0.27362300000000017
349,27.0,0.22231868750000006,39.0,0.27119606250000006
350,33.0,0.01710143750000004,39.0,0.254094625
351,35.0,0.01710143750000004,39.0,0.23699318749999998
352,59.0,0.01710143750000004,72.0,0.21989174999999994
353,57.0,0.13531799999999983,70.0,0.13531800000000027
354,28.0,0.08457375000000011,39.0,0.3256457499999996
355,35.0,0.0169147500000002,39.0,0.3087309999999994
356,38.0,0.016914749999999756,39.0,0.29181624999999967
357,59.0,0.0169147500000002,72.0,0.27490149999999947
358,60.0,0.1336719999999998,65.0,0.14122949999999967
359,48.0,0.14122949999999967,56.0,0.2634452499999993
360,48.0,0.1303384999999997,60.0,0.04989581249999997
361,48.0,0.1331067499999996,64.0,0.04909874999999975
362,48.0,0.1309300000000002,69.0,0.05322168749999978
363,48.0,0.14039525000000008,79.0,0.2736229999999997
364,49.0,0.2736229999999997,63.0,0.26581600000000005
365,49.0,0.13183349999999994,66.0,0.05024343749999982
366,49.0,0.13398250000000012,67.0,0.04955081249999971
367,47.0,0.1321355000000004,68.0,0.0533529374999997
368,49.0,0.14227450000000008,81.0,0.27700800000000037
369,49.0,0.27700800000000037,63.0,0.26767750000000046
370,45.0,0.5074850000000026,27.0,0.5139190000000013
371,45.0,0.5139190000000013,26.0,0.5074850000000026
372,40.0,0.5074850000000026,26.0,0.5074850000000026
373,28.0,0.5074850000000026,25.0,0.5139190000000013
374,40.0,0.5139190000000013,27.0,0.5187619999999953
375,40.0,0.5187619999999953,26.0,0.5122949999999946
376,40.0,0.5122949999999946,26.0,0.5122950000000088
377,40.0,0.5122950000000088,27.0,0.5122949999999946
378,40.0,0.5122949999999946,26.0,0.5187619999999953
379,40.0,0.5187619999999953,26.0,0.5287739999999985
380,49.0,0.5287739999999985,62.0,0.515552999999997
381,48.0,0.515552999999997,54.0,0.504413999999997
382,49.0,0.504413999999997,59.0,0.5171519999999958
383,50.0,0.5171519999999958,62.0,1.0179059999999964
384,44.0,0.5104209999999938,28.0,0.5074850000000026
385,51.0,0.5074850000000026,60.0,0.5122949999999946
386,53.0,0.5122949999999946,63.0,0.5016300000000058
387,49.0,0.5016300000000058,60.0,0.5081729999999993
388,58.0,0.5081729999999993,60.0,0.515552999999997
389,56.0,0.515552999999997,61.0,1.4163082500000144
390,48.0,0.515552999999997,32.0,0.509122000000005
391,48.0,0.509122000000005,31.0,0.5254900000000049
392,49.0,0.39163325000001237,52.0,0.06692837499998916
393,51.0,0.06692837499998916,46.0,0.06692837500000337
394,49.0,0.06692837500000337,63.0,0.5081729999999993
395,48.0,0.5081729999999993,57.0,0.504413999999997
396,49.0,0.504413999999997,61.0,0.5171519999999958
397,50.0,0.5171519999999958,62.0,1.0246370000000127
398,44.0,0.51715200000001,28.0,0.5074850000000026
399,51.0,0.5074850000000026,63.0,0.5122949999999946
400,52.0,0.5122949999999946,66.0,0.509122000000005
401,49.0,0.509122000000005,63.0,0.5149100000000004
402,57.0,0.5149100000000004,63.0,0.5248430000000042
403,56.0,0.5248430000000042,65.0,0.52484299999999
404,54.0,0.52484299999999,63.0,0.5206979999999959
405,52.0,0.5206979999999959,63.0,0.515552999999997
406,50.0,0.515552999999997,62.0,6.227598833333346
407,44.0,0.515552999999997,39.0,0.5155530000000113
408,44.0,0.5155530000000113,39.0,0.515552999999997
409,44.0,0.515552999999997,37.0,0.515552999999997
410,42.0,0.515552999999997,36.0,0.515552999999997
411,40.0,0.2564105000000154,42.0,0.26506449999999404
412,42.0,0.26506449999999404,37.0,0.26506449999999404
413,47.0,0.26506449999999404,47.0,1.5784770000000208
414,35.0,0.5301290000000165,39.0,0.2597404999999924
415,34.0,0.2597404999999924,36.0,0.2597405000000208
416,43.0,0.2597405000000208,42.0,0.5288669999999911
417,35.0,0.26443349999999555,34.0,0.26443349999999555
418,47.0,0.26443349999999555,45.0,1.6011320000000353
419,26.0,0.5288670000000195,43.0,0.269299999999987
420,32.0,0.269299999999987,39.0,0.2693000000000154
421,35.0,0.2693000000000154,43.0,0.5314413958333262
422,33.0,0.2668324999999925,39.0,0.2668325000000209
423,45.0,0.2668325000000209,45.0,1.0711504999999875
424,21.0,0.5386000000000024,41.0,1.0711504999999875
425,28.0,0.269299999999987,36.0,0.26325049999999806
426,52.0,0.26325049999999806,47.0,0.5386000000000024
427,37.0,0.269299999999987,36.0,0.2693000000000154
428,52.0,0.2693000000000154,48.0,1.6133910000000071
429,16.0,0.5386000000000024,39.0,0.2668324999999925
430,23.0,0.2668324999999925,35.0,0.2668325000000209
431,28.0,0.2668325000000209,39.0,0.2705630000000099
432,35.0,0.2705630000000099,36.0,0.27056299999998146
433,40.0,0.27056299999998146,39.0,1.6314510000000269
434,39.0,0.2705630000000099,34.0,0.2705630000000099
435,38.0,0.2705630000000099,34.0,0.27056299999998146
436,37.0,0.27056299999998146,34.0,0.2705630000000099
437,48.0,0.2705630000000099,45.0,0.5491990000000158
438,28.0,0.2696870000000047,34.0,0.2795120000000111
439,49.0,0.2795120000000111,54.0,0.5288669999999911
440,44.0,0.5288669999999911,49.0,0.510421000000008
441,45.0,0.510421000000008,52.0,0.51687154166666
442,54.0,0.51687154166666,57.0,1.0179059999999822
443,45.0,0.510421000000008,25.0,0.5074849999999742
444,52.0,0.5074849999999742,52.0,0.5122949999999946
445,52.0,0.5122949999999946,52.0,0.5091219999999907
446,45.0,0.5091219999999907,45.0,0.51715200000001
447,47.0,0.51715200000001,45.0,0.5265009999999961
448,49.0,0.5265009999999961,52.0,3.6023609999999167
449,45.0,0.5265009999999961,28.0,0.5126010000000178
450,45.0,0.5126010000000178,27.0,0.5194809999999848
451,45.0,0.5194809999999848,27.0,0.5148889999999824
452,49.0,0.28977099999997336,55.0,0.14488550000004352
453,37.0,0.2897710000000302,48.0,0.14598549999999477
454,42.0,0.29197099999998954,50.0,0.14380199999999377
455,40.0,0.28760399999998754,51.0,0.14488549999998668
456,32.0,0.28977099999997336,45.0,0.14488550000004352
457,39.0,0.2897710000000302,45.0,0.14488549999998668
458,49.0,0.28977099999997336,46.0,1.1306723999999235
459,35.0,0.27995499999997264,31.0,0.2861909999999739
460,32.0,0.2861909999999739,31.0,0.2861910000000307
461,33.0,0.2861910000000307,36.0,0.2783353999999463
462,61.0,0.2783353999999463,46.0,0.28578042291673
463,61.0,0.28578042291673,46.0,0.285795999999948
464,37.0,0.285795999999948,46.0,1.1341665833334105
465,28.0,0.2790710395833571,31.0,0.2850235437500146
466,25.0,0.2850235437500146,31.0,0.28503599999999096
467,26.0,0.28503599999999096,38.0,0.2850360000000478
468,61.0,0.2850360000000478,53.0,0.28503599999999096
469,61.0,0.28503599999999096,59.0,0.28503599999999096
470,42.0,0.28503599999999096,63.0,0.2685999999999922
471,42.0,0.1328965000000153,66.0,0.05088881249997712
472,42.0,0.13570349999997688,67.0,0.05041668749998962
473,42.0,0.13428900000002386,68.0,0.05211224999999331
474,42.0,0.13896599999998216,79.0,0.28356491666670536
475,44.0,0.28356491666670536,88.0,0.27672933958331214
476,56.0,0.27672933958331214,76.0,0.2729338916666961
477,54.0,0.13647089166670412,74.0,0.136462999999992
478,56.0,0.136462999999992,76.0,0.2767519916666288
479,57.0,0.136462999999992,72.0,0.14028899166663678
480,45.0,0.14028899166663678,63.0,0.267975999999976
481,45.0,0.1325909999999908,66.0,0.05076937500001577
482,45.0,0.1353849999999852,67.0,0.04995112500000687
483,45.0,0.13320299999998042,66.0,0.052619250000020656
484,45.0,0.1403179999999793,79.0,0.2847919999999817
485,47.0,0.2847919999999817,87.0,0.2752110020833811
486,59.0,0.2752110020833811,76.0,0.27218926666665766
487,57.0,0.13609776666669404,74.0,0.13609149999996362
488,59.0,0.13609149999996362,76.0,0.2755992062500354
489,60.0,0.13609150000002046,72.0,0.13950770625001496
490,48.0,0.13950770625001496,56.0,0.265199999999993
491,48.0,0.13168849999999566,60.0,0.05006681250000611
492,48.0,0.13351149999999734,64.0,0.04938318749998416
493,63.0,0.07852575000000073,86.0,0.15892350000000022
494,64.0,0.07946175000000011,87.0,0.09271308333333295
495,25.0,0.07946175000000011,93.0,0.15901600000000116
496,68.0,0.07950800000000058,89.0,0.09247545833333248
497,70.0,0.07950800000000058,89.0,0.09077220833333399
498,72.0,0.07780474999999853,90.0,0.09073266666666768
