,start,pitch,step,velocity,duration
0,0.00181080625,27,0.0,90,2.17115669375
1,2.1729675,30,2.17115669375,79,0.4079415000000002
2,2.580909,35,0.4079415000000002,83,0.38961049999999986
3,2.9705195,37,0.38961049999999986,76,0.4054055000000001
4,3.375925,39,0.4054055000000001,83,0.3870969999999998
5,3.763022,35,0.3870969999999998,75,0.39130816666666624
6,4.154330166666666,42,0.39130816666666624,76,0.38216550000000016
7,4.536495666666666,49,0.38216550000000016,72,0.3846154999999998
8,4.921111166666666,51,0.3846154999999998,73,0.3921570000000001
9,5.313268166666666,47,0.3921570000000001,68,0.40000000000000036
10,5.7132681666666665,54,0.40000000000000036,76,0.39735100000000045
11,6.110619166666667,61,0.39735100000000045,68,0.3885525833333334
12,6.49917175,63,0.3885525833333334,69,0.41562750000000026
13,6.914799250000001,58,0.41562750000000026,58,0.43478249999999985
14,7.3495817500000005,61,0.43478249999999985,59,0.4411765000000001
15,7.7907582500000006,59,0.4411765000000001,53,0.516321333333333
16,8.307079583333334,58,0.516321333333333,49,1.1111109999999993
17,9.418190583333333,57,1.1111109999999993,44,0.5714284999999997
18,11.132476083333334,57,1.7142855000000008,40,0.43750900000000037
19,11.569985083333334,58,0.43750900000000037,44,0.4208754999999993
20,11.990860583333333,57,0.4208754999999993,41,0.40540550000000053
21,12.396266083333334,56,0.40540550000000053,44,0.4254079999999991
22,12.821674083333333,57,0.4254079999999991,41,0.47938416666666583
23,13.301058249999999,60,0.47938416666666583,45,0.29850733333333324
24,13.599565583333332,58,0.29850733333333324,41,0.3125
25,13.912065583333332,54,0.3125,44,0.3125
26,14.224565583333332,54,0.3125,43,0.7512474166666667
27,14.975812999999999,53,0.7512474166666667,39,0.2702702499999994
28,15.246083249999998,56,0.2702702499999994,40,0.35398233333333273
29,15.60006558333333,54,0.35398233333333273,39,0.3883496666666666
30,15.988415249999997,53,0.3883496666666666,33,0.3999998999999992
31,16.432859583333332,53,0.444444333333335,31,1.0230180000000004
32,20.524931583333334,51,4.092072000000002,43,1.9475794999999962
33,22.05945858333333,46,1.534526999999997,46,0.41305249999999916
34,22.47251108333333,29,0.41305249999999916,44,3.4985581249999953
35,22.655199708333328,34,0.18268862499999727,48,3.315869499999998
36,22.879384458333327,49,0.22418474999999916,62,6.268944249999997
37,28.187544208333325,17,5.308159749999998,46,0.3333334999999984
38,28.520877708333323,39,0.3333334999999984,48,1.4823165000000031
39,28.854211208333325,41,0.33333350000000195,44,1.1489830000000012
40,29.148328708333324,45,0.2941174999999987,44,0.29411750000000225
41,29.442446208333326,49,0.29411750000000225,49,0.28037399999999835
42,29.722820208333324,48,0.28037399999999835,47,0.2803740000000019
43,30.003194208333326,46,0.2803740000000019,44,1.6155930000000005
44,30.538908208333325,41,0.5357139999999987,33,0.5163042187500011
45,31.060647208333325,41,0.5217390000000002,33,0.5523260416666673
46,31.618787208333327,53,0.5581400000000016,47,1.5859229999999975
47,32.145103208333325,46,0.5263159999999978,33,0.5254420312500017
48,32.67607620833333,46,0.530973000000003,33,0.5231273958333347
49,33.204710208333324,51,0.5286339999999967,47,1.6077270000000041
50,33.75516920833333,46,0.5504590000000036,28,0.5231273958333347
51,34.283803208333325,46,0.5286339999999967,28,0.5231273958333347
52,35.10229220833333,39,0.8184890000000067,48,1.4193229999999915
53,35.39214720833333,17,0.28985499999999575,46,1.1294679999999957
54,35.67650720833333,45,0.2843599999999995,44,0.2843599999999995
55,35.960867208333326,49,0.2843599999999995,49,0.2803740000000019
56,36.24124120833333,48,0.2803740000000019,47,0.2803739999999948
57,36.52161520833332,46,0.2803739999999948,44,1.6040149999999969
58,37.05024920833332,41,0.5286339999999967,33,0.511853072916665
59,37.56749020833332,41,0.5172409999999985,33,0.5523260416666673
